LSOA code,local authority code,local authority name,All households ,Detached,Semi-detached,Terraced,Purpose built flat,Flat in a converted/ shared house (includes all households in shared dwellings),Flat in a commercial building,Caravan / other mobile or temporary structure
E01035679,E09000030,Tower Hamlets,464,15,22,79,338,5,5,0
E01035680,E09000030,Tower Hamlets,550,10,9,44,476,11,0,0
E01035681,E09000030,Tower Hamlets,334,22,33,75,164,40,0,0
E01035682,E09000030,Tower Hamlets,230,5,9,26,177,10,3,0
E01035683,E09000030,Tower Hamlets,428,35,50,129,207,6,1,0
E01035684,E09000030,Tower Hamlets,340,5,14,38,280,3,0,0
E01035685,E09000030,Tower Hamlets,526,5,7,17,484,10,2,1
E01035686,E09000030,Tower Hamlets,648,2,12,50,504,58,22,0
E01035687,E09000030,Tower Hamlets,385,0,1,3,343,12,26,0
E01035688,E09000030,Tower Hamlets,0,0,0,0,0,0,0,0
E01035689,E09000030,Tower Hamlets,601,3,11,26,498,46,17,0
E01035690,E09000030,Tower Hamlets,427,1,4,20,374,19,9,0
E01035691,E09000030,Tower Hamlets,619,2,9,40,553,9,6,0
E01035692,E09000030,Tower Hamlets,405,2,5,7,380,6,0,5
E01035693,E09000030,Tower Hamlets,235,9,15,40,166,5,0,0
E01035694,E09000030,Tower Hamlets,702,7,3,14,589,78,11,0
E01035695,E09000030,Tower Hamlets,594,3,13,16,546,15,1,0
E01035696,E09000030,Tower Hamlets,356,1,0,3,316,27,8,1
E01035697,E09000030,Tower Hamlets,521,2,4,19,483,7,6,0
E01035698,E09000030,Tower Hamlets,466,0,1,2,454,7,2,0
E01035699,E09000030,Tower Hamlets,386,0,0,2,366,13,5,0
E01035700,E09000030,Tower Hamlets,0,0,0,0,0,0,0,0
E01035701,E09000030,Tower Hamlets,0,0,0,0,0,0,0,0
E01035702,E09000030,Tower Hamlets,564,2,6,32,507,15,2,0
E01035703,E09000030,Tower Hamlets,0,0,0,0,0,0,0,0
E01035704,E09000030,Tower Hamlets,402,0,0,6,389,6,1,0
E01035705,E09000030,Tower Hamlets,560,12,32,96,405,14,1,0
E01035706,E09000030,Tower Hamlets,206,0,1,1,201,0,1,2
E01004327,E09000031,Waltham Forest,465,17,49,215,143,40,1,0
E01004328,E09000031,Waltham Forest,671,34,42,335,140,115,5,0
E01004329,E09000031,Waltham Forest,671,46,60,423,48,90,2,2
E01004330,E09000031,Waltham Forest,625,46,55,445,28,50,1,0
E01004331,E09000031,Waltham Forest,675,41,73,413,70,70,6,2
E01004332,E09000031,Waltham Forest,633,38,91,248,115,118,20,3
E01004333,E09000031,Waltham Forest,611,24,41,219,227,89,10,1
E01004334,E09000031,Waltham Forest,637,14,40,96,455,28,3,1
E01004335,E09000031,Waltham Forest,645,51,49,174,319,33,18,1
E01004336,E09000031,Waltham Forest,564,32,50,241,95,126,19,1
E01004337,E09000031,Waltham Forest,717,69,130,368,118,28,4,0
E01004338,E09000031,Waltham Forest,580,41,64,294,43,136,2,0
E01004339,E09000031,Waltham Forest,661,29,63,274,171,116,7,1
E01004340,E09000031,Waltham Forest,698,28,59,233,287,87,4,0
E01004341,E09000031,Waltham Forest,665,27,74,234,222,78,29,1
E01004342,E09000031,Waltham Forest,789,72,158,387,87,73,12,0
E01004343,E09000031,Waltham Forest,647,18,82,490,24,28,5,0
E01004344,E09000031,Waltham Forest,667,28,64,300,208,54,13,0
E01004345,E09000031,Waltham Forest,624,45,74,407,46,49,3,0
E01004346,E09000031,Waltham Forest,557,25,94,422,10,4,2,0
E01004347,E09000031,Waltham Forest,809,22,43,351,283,108,2,0
E01004348,E09000031,Waltham Forest,973,40,97,423,281,113,19,0
E01004349,E09000031,Waltham Forest,547,22,340,96,81,8,0,0
E01004350,E09000031,Waltham Forest,915,17,294,64,507,18,14,1
E01004351,E09000031,Waltham Forest,645,32,250,289,62,12,0,0
E01004352,E09000031,Waltham Forest,813,93,274,94,243,95,14,0
E01004353,E09000031,Waltham Forest,798,85,384,85,205,37,2,0
E01004354,E09000031,Waltham Forest,749,26,202,312,100,66,42,1
E01004355,E09000031,Waltham Forest,673,33,202,50,360,27,1,0
E01004356,E09000031,Waltham Forest,590,28,385,110,48,15,4,0
E01004357,E09000031,Waltham Forest,574,46,373,78,73,3,1,0
E01004358,E09000031,Waltham Forest,788,50,222,78,387,46,4,1
E01004359,E09000031,Waltham Forest,610,18,289,229,43,25,6,0
E01004360,E09000031,Waltham Forest,492,17,382,54,30,9,0,0
E01004361,E09000031,Waltham Forest,492,22,319,126,17,7,1,0
E01004362,E09000031,Waltham Forest,676,14,105,166,180,210,1,0
E01004363,E09000031,Waltham Forest,506,18,98,300,25,62,3,0
E01004364,E09000031,Waltham Forest,563,30,120,263,101,36,13,0
E01004365,E09000031,Waltham Forest,700,40,59,235,173,93,100,0
E01004366,E09000031,Waltham Forest,642,20,75,390,31,126,0,0
E01004367,E09000031,Waltham Forest,537,28,65,265,59,108,12,0
E01004368,E09000031,Waltham Forest,720,26,87,223,168,202,14,0
E01004369,E09000031,Waltham Forest,615,25,44,127,192,203,24,0
E01004370,E09000031,Waltham Forest,636,33,50,271,114,158,10,0
E01004371,E09000031,Waltham Forest,615,24,36,338,67,138,11,1
E01004372,E09000031,Waltham Forest,744,17,45,134,290,250,7,1
E01004373,E09000031,Waltham Forest,621,25,63,249,119,140,25,0
E01004374,E09000031,Waltham Forest,688,38,51,413,45,139,2,0
E01004375,E09000031,Waltham Forest,647,35,78,251,120,135,27,1
E01004376,E09000031,Waltham Forest,654,34,49,292,49,219,11,0
E01004377,E09000031,Waltham Forest,626,40,256,282,35,13,0,0
E01004378,E09000031,Waltham Forest,677,32,143,305,100,96,1,0
E01004379,E09000031,Waltham Forest,523,10,59,411,18,19,6,0
E01004380,E09000031,Waltham Forest,607,51,212,127,202,15,0,0
E01004381,E09000031,Waltham Forest,674,11,123,372,41,89,38,0
E01004382,E09000031,Waltham Forest,618,11,35,209,350,11,2,0
E01004383,E09000031,Waltham Forest,575,21,209,287,34,10,14,0
E01004384,E09000031,Waltham Forest,695,17,220,261,176,8,13,0
E01004385,E09000031,Waltham Forest,650,21,151,113,286,78,1,0
E01004386,E09000031,Waltham Forest,642,59,442,95,45,0,1,0
E01004387,E09000031,Waltham Forest,525,45,169,245,57,9,0,0
E01004388,E09000031,Waltham Forest,649,38,214,36,293,58,10,0
E01004389,E09000031,Waltham Forest,706,20,277,221,183,5,0,0
E01004390,E09000031,Waltham Forest,652,18,223,278,125,7,1,0
E01004391,E09000031,Waltham Forest,846,20,50,177,342,252,5,0
E01004392,E09000031,Waltham Forest,879,35,58,249,280,172,85,0
E01004393,E09000031,Waltham Forest,1023,13,29,128,689,163,1,0
E01004394,E09000031,Waltham Forest,744,26,50,197,213,249,9,0
E01004395,E09000031,Waltham Forest,565,20,66,406,37,33,3,0
E01004396,E09000031,Waltham Forest,647,37,64,407,39,87,13,0
E01004397,E09000031,Waltham Forest,849,16,66,227,298,197,45,0
E01004398,E09000031,Waltham Forest,679,46,175,309,131,14,3,1
E01004399,E09000031,Waltham Forest,594,37,144,241,155,12,1,4
E01004400,E09000031,Waltham Forest,641,41,99,311,138,41,11,0
E01004401,E09000031,Waltham Forest,803,44,66,456,163,73,1,0
E01004402,E09000031,Waltham Forest,663,41,120,354,98,47,3,0
E01004403,E09000031,Waltham Forest,602,36,122,319,90,25,8,2
E01004404,E09000031,Waltham Forest,882,21,57,161,610,31,2,0
E01004405,E09000031,Waltham Forest,566,32,99,174,147,111,3,0
E01004406,E09000031,Waltham Forest,731,21,52,170,337,107,43,1
E01004407,E09000031,Waltham Forest,493,5,15,25,423,24,1,0
E01004408,E09000031,Waltham Forest,676,33,63,289,174,109,8,0
E01004409,E09000031,Waltham Forest,711,22,63,185,270,159,11,1
E01004410,E09000031,Waltham Forest,852,12,64,112,539,113,10,2
E01004411,E09000031,Waltham Forest,648,23,47,200,145,187,46,0
E01004412,E09000031,Waltham Forest,740,26,127,211,222,136,18,0
E01004413,E09000031,Waltham Forest,685,20,153,323,171,16,2,0
E01004414,E09000031,Waltham Forest,615,23,170,336,44,27,15,0
E01004415,E09000031,Waltham Forest,583,28,229,213,98,15,0,0
E01004416,E09000031,Waltham Forest,632,16,312,187,109,7,1,0
E01004417,E09000031,Waltham Forest,650,22,171,258,136,26,37,0
E01004418,E09000031,Waltham Forest,649,25,86,356,140,32,10,0
E01004419,E09000031,Waltham Forest,520,14,75,256,157,16,1,1
E01004420,E09000031,Waltham Forest,790,45,65,300,122,201,57,0
E01004421,E09000031,Waltham Forest,604,61,111,349,24,56,3,0
E01004422,E09000031,Waltham Forest,589,35,101,295,91,53,14,0
E01004423,E09000031,Waltham Forest,554,20,50,132,242,95,14,1
E01004424,E09000031,Waltham Forest,627,23,71,244,180,79,30,0
E01004425,E09000031,Waltham Forest,848,27,51,82,517,168,2,1
E01004426,E09000031,Waltham Forest,733,58,87,372,131,84,1,0
E01004427,E09000031,Waltham Forest,852,42,87,116,366,226,15,0
E01004428,E09000031,Waltham Forest,653,32,88,159,347,25,2,0
E01004429,E09000031,Waltham Forest,653,34,94,201,256,65,2,1
E01004430,E09000031,Waltham Forest,827,37,53,308,300,109,20,0
E01004432,E09000031,Waltham Forest,652,43,77,328,123,64,17,0
E01004434,E09000031,Waltham Forest,737,31,72,235,282,109,8,0
E01004435,E09000031,Waltham Forest,749,35,98,186,219,204,6,1
E01004436,E09000031,Waltham Forest,580,27,110,113,78,249,3,0
E01004437,E09000031,Waltham Forest,762,14,92,104,293,258,1,0
E01004438,E09000031,Waltham Forest,772,46,66,292,165,149,54,0
E01004439,E09000031,Waltham Forest,619,16,93,186,156,162,6,0
E01004440,E09000031,Waltham Forest,794,22,56,253,256,175,32,0
E01004441,E09000031,Waltham Forest,635,20,50,256,159,149,1,0
E01004442,E09000031,Waltham Forest,668,23,99,263,98,185,0,0
E01004443,E09000031,Waltham Forest,691,27,78,310,145,117,14,0
E01004444,E09000031,Waltham Forest,1085,49,91,321,445,151,28,0
E01004445,E09000031,Waltham Forest,400,24,30,239,50,44,13,0
E01004446,E09000031,Waltham Forest,677,53,68,400,52,82,22,0
E01004447,E09000031,Waltham Forest,653,34,69,393,69,83,5,0
E01004448,E09000031,Waltham Forest,759,80,79,298,244,55,2,1
E01004449,E09000031,Waltham Forest,599,41,102,294,158,4,0,0
E01004450,E09000031,Waltham Forest,605,13,157,413,17,4,1,0
E01004451,E09000031,Waltham Forest,641,7,205,313,105,2,8,1
E01004452,E09000031,Waltham Forest,692,22,99,296,199,40,36,0
E01004453,E09000031,Waltham Forest,658,59,120,207,247,20,5,0
E01004454,E09000031,Waltham Forest,640,52,140,267,154,27,0,0
E01004455,E09000031,Waltham Forest,544,25,111,302,51,40,15,0
E01004456,E09000031,Waltham Forest,539,43,87,317,85,7,0,0
E01004457,E09000031,Waltham Forest,738,28,47,234,287,134,7,1
E01004458,E09000031,Waltham Forest,681,49,70,412,79,51,19,1
E01004459,E09000031,Waltham Forest,535,20,59,157,275,23,1,0
E01004460,E09000031,Waltham Forest,671,49,86,385,71,55,25,0
E01004462,E09000031,Waltham Forest,639,39,95,218,104,155,28,0
E01004463,E09000031,Waltham Forest,906,20,40,201,419,225,1,0
E01004464,E09000031,Waltham Forest,643,11,55,93,423,42,19,0
E01004465,E09000031,Waltham Forest,543,17,39,351,78,57,1,0
E01004466,E09000031,Waltham Forest,638,29,99,336,67,107,0,0
E01004467,E09000031,Waltham Forest,881,16,77,125,552,71,40,0
E01004468,E09000031,Waltham Forest,657,21,199,174,215,45,2,1
E01004469,E09000031,Waltham Forest,627,18,86,96,400,24,3,0
E01004470,E09000031,Waltham Forest,602,24,43,244,183,82,26,0
E01004471,E09000031,Waltham Forest,668,21,71,156,344,75,1,0
E01034485,E09000031,Waltham Forest,794,44,67,514,52,88,29,0
E01034486,E09000031,Waltham Forest,0,0,0,0,0,0,0,0
E01034487,E09000031,Waltham Forest,316,16,20,29,225,8,18,0
E01034488,E09000031,Waltham Forest,620,39,42,93,414,29,2,1
E01004472,E09000032,Wandsworth,867,20,54,369,227,192,4,1
E01004473,E09000032,Wandsworth,746,12,37,291,170,228,8,0
E01004474,E09000032,Wandsworth,918,5,37,85,418,210,163,0
E01004475,E09000032,Wandsworth,622,13,111,95,90,305,8,0
E01004476,E09000032,Wandsworth,699,4,25,82,459,103,26,0
E01004477,E09000032,Wandsworth,607,23,165,280,38,101,0,0
E01004478,E09000032,Wandsworth,538,9,35,329,32,132,1,0
E01004479,E09000032,Wandsworth,613,20,143,154,114,176,6,0
E01004480,E09000032,Wandsworth,678,3,30,269,90,282,4,0
E01004481,E09000032,Wandsworth,716,12,24,140,158,345,37,0
E01004482,E09000032,Wandsworth,626,14,46,234,151,178,3,0
E01004483,E09000032,Wandsworth,1011,11,24,142,760,74,0,0
E01004484,E09000032,Wandsworth,652,8,71,108,194,270,0,1
E01004485,E09000032,Wandsworth,691,10,63,177,280,133,28,0
E01004486,E09000032,Wandsworth,784,14,68,68,225,409,0,0
E01004487,E09000032,Wandsworth,715,6,24,119,82,483,1,0
E01004488,E09000032,Wandsworth,625,9,58,174,58,315,9,2
E01004489,E09000032,Wandsworth,612,6,38,138,48,381,1,0
E01004490,E09000032,Wandsworth,614,1,30,315,147,106,14,1
E01004491,E09000032,Wandsworth,971,10,27,129,640,165,0,0
E01004492,E09000032,Wandsworth,744,12,33,323,308,47,20,1
E01004493,E09000032,Wandsworth,803,18,33,300,121,319,12,0
E01004494,E09000032,Wandsworth,762,11,23,178,340,180,30,0
E01004495,E09000032,Wandsworth,523,10,21,78,334,80,0,0
E01004496,E09000032,Wandsworth,951,19,35,179,386,240,91,1
E01004497,E09000032,Wandsworth,541,28,93,307,66,46,1,0
E01004498,E09000032,Wandsworth,784,5,36,205,185,327,22,4
E01004499,E09000032,Wandsworth,713,18,49,122,225,296,3,0
E01004500,E09000032,Wandsworth,807,10,14,76,649,57,1,0
E01004501,E09000032,Wandsworth,712,35,39,119,415,104,0,0
E01004502,E09000032,Wandsworth,670,32,102,255,48,224,9,0
E01004503,E09000032,Wandsworth,738,59,58,31,387,202,1,0
E01004504,E09000032,Wandsworth,566,56,171,90,155,91,3,0
E01004505,E09000032,Wandsworth,838,22,34,37,628,117,0,0
E01004506,E09000032,Wandsworth,955,37,49,37,603,206,23,0
E01004507,E09000032,Wandsworth,962,11,34,84,752,76,5,0
E01004508,E09000032,Wandsworth,986,17,95,102,196,516,60,0
E01004510,E09000032,Wandsworth,917,15,65,141,410,280,6,0
E01004511,E09000032,Wandsworth,712,9,73,196,95,321,18,0
E01004512,E09000032,Wandsworth,618,10,47,234,105,219,3,0
E01004513,E09000032,Wandsworth,833,4,25,88,643,70,3,0
E01004514,E09000032,Wandsworth,799,14,47,389,204,135,10,0
E01004515,E09000032,Wandsworth,739,15,30,167,304,222,1,0
E01004516,E09000032,Wandsworth,510,20,161,241,13,68,7,0
E01004517,E09000032,Wandsworth,810,20,84,210,133,326,37,0
E01004518,E09000032,Wandsworth,650,9,93,271,108,162,7,0
E01004519,E09000032,Wandsworth,632,27,116,296,129,64,0,0
E01004520,E09000032,Wandsworth,459,15,56,266,81,38,3,0
E01004521,E09000032,Wandsworth,768,37,58,363,152,156,2,0
E01004522,E09000032,Wandsworth,628,16,69,212,106,204,21,0
E01004523,E09000032,Wandsworth,722,48,130,111,326,107,0,0
E01004524,E09000032,Wandsworth,774,9,12,50,650,50,3,0
E01004525,E09000032,Wandsworth,659,18,46,195,180,155,65,0
E01004526,E09000032,Wandsworth,655,20,42,102,269,209,13,0
E01004527,E09000032,Wandsworth,578,21,47,313,57,136,4,0
E01004528,E09000032,Wandsworth,655,13,51,194,345,29,23,0
E01004529,E09000032,Wandsworth,902,21,63,168,366,255,29,0
E01004530,E09000032,Wandsworth,789,23,68,224,165,305,4,0
E01004531,E09000032,Wandsworth,649,40,82,469,22,35,1,0
E01004532,E09000032,Wandsworth,644,8,54,255,114,201,12,0
E01004533,E09000032,Wandsworth,569,21,62,413,20,43,10,0
E01004534,E09000032,Wandsworth,825,12,47,475,156,115,20,0
E01004535,E09000032,Wandsworth,731,2,4,16,684,22,3,0
E01004536,E09000032,Wandsworth,928,3,14,58,797,44,12,0
E01004537,E09000032,Wandsworth,799,7,16,51,705,12,8,0
E01004538,E09000032,Wandsworth,909,4,23,110,756,13,2,1
E01004539,E09000032,Wandsworth,800,9,50,29,664,43,5,0
E01004540,E09000032,Wandsworth,1002,9,33,157,557,184,62,0
E01004541,E09000032,Wandsworth,762,11,26,113,570,33,8,1
E01004542,E09000032,Wandsworth,618,10,49,291,64,203,1,0
E01004543,E09000032,Wandsworth,717,35,133,145,158,216,30,0
E01004544,E09000032,Wandsworth,606,25,39,252,51,233,6,0
E01004545,E09000032,Wandsworth,850,2,32,103,533,131,49,0
E01004546,E09000032,Wandsworth,640,7,44,189,198,199,3,0
E01004547,E09000032,Wandsworth,551,16,131,124,140,137,2,1
E01004548,E09000032,Wandsworth,1054,17,77,105,648,160,47,0
E01004549,E09000032,Wandsworth,672,17,87,186,85,291,6,0
E01004550,E09000032,Wandsworth,570,18,70,156,152,161,9,4
E01004551,E09000032,Wandsworth,884,1,11,66,501,272,33,0
E01004552,E09000032,Wandsworth,913,7,17,144,126,469,150,0
E01004553,E09000032,Wandsworth,766,11,53,229,145,318,10,0
E01004554,E09000032,Wandsworth,653,4,29,299,22,294,5,0
E01004555,E09000032,Wandsworth,587,9,34,403,17,122,2,0
E01004556,E09000032,Wandsworth,590,6,85,322,17,156,4,0
E01004557,E09000032,Wandsworth,650,13,57,273,92,186,29,0
E01004558,E09000032,Wandsworth,675,25,69,231,104,211,35,0
E01004559,E09000032,Wandsworth,503,17,94,174,64,151,3,0
E01004560,E09000032,Wandsworth,959,7,18,71,683,170,10,0
E01004563,E09000032,Wandsworth,879,7,3,9,808,49,2,1
E01004564,E09000032,Wandsworth,957,9,29,239,350,325,5,0
E01004565,E09000032,Wandsworth,678,4,20,187,179,272,16,0
E01004566,E09000032,Wandsworth,821,3,32,60,607,108,10,1
E01004567,E09000032,Wandsworth,982,6,6,14,926,26,4,0
E01004568,E09000032,Wandsworth,458,1,2,17,421,16,0,1
E01004569,E09000032,Wandsworth,737,61,65,167,360,54,30,0
E01004570,E09000032,Wandsworth,745,4,7,22,697,13,2,0
E01004571,E09000032,Wandsworth,772,11,31,74,620,29,6,1
E01004572,E09000032,Wandsworth,585,37,21,52,463,12,0,0
E01004573,E09000032,Wandsworth,631,33,57,145,377,16,3,0
E01004574,E09000032,Wandsworth,727,10,7,34,656,18,2,0
E01004575,E09000032,Wandsworth,691,7,3,38,622,17,3,1
E01004576,E09000032,Wandsworth,592,94,22,106,361,9,0,0
E01004577,E09000032,Wandsworth,907,13,27,159,530,173,5,0
E01004579,E09000032,Wandsworth,744,21,175,155,106,262,24,1
E01004580,E09000032,Wandsworth,892,7,18,96,650,77,43,1
E01004581,E09000032,Wandsworth,892,5,14,38,786,40,9,0
E01004582,E09000032,Wandsworth,976,8,20,93,782,65,5,3
E01004583,E09000032,Wandsworth,876,5,32,110,691,17,16,5
E01004584,E09000032,Wandsworth,703,2,7,5,671,15,3,0
E01004585,E09000032,Wandsworth,858,13,29,384,198,223,11,0
E01004586,E09000032,Wandsworth,848,5,31,202,119,488,3,0
E01004587,E09000032,Wandsworth,735,4,39,325,53,313,1,0
E01004588,E09000032,Wandsworth,858,3,12,278,91,430,43,1
E01004589,E09000032,Wandsworth,706,6,30,254,64,337,15,0
E01004590,E09000032,Wandsworth,807,24,47,456,230,45,5,0
E01004591,E09000032,Wandsworth,811,7,34,210,316,192,51,1
E01004592,E09000032,Wandsworth,795,21,32,509,84,146,3,0
E01004593,E09000032,Wandsworth,852,7,44,231,333,223,14,0
E01004594,E09000032,Wandsworth,590,20,49,397,64,54,6,0
E01004595,E09000032,Wandsworth,796,8,55,282,213,226,12,0
E01004596,E09000032,Wandsworth,646,5,53,389,50,118,31,0
E01004597,E09000032,Wandsworth,779,10,20,366,285,94,4,0
E01004598,E09000032,Wandsworth,818,5,49,299,226,234,5,0
E01004599,E09000032,Wandsworth,575,5,20,424,54,69,3,0
E01004601,E09000032,Wandsworth,1006,19,89,205,505,169,18,1
E01004602,E09000032,Wandsworth,706,33,83,170,90,323,7,0
E01004604,E09000032,Wandsworth,593,40,162,229,52,109,1,0
E01004605,E09000032,Wandsworth,785,12,91,284,295,90,13,0
E01004606,E09000032,Wandsworth,754,8,23,259,99,331,34,0
E01004607,E09000032,Wandsworth,718,15,153,212,114,201,22,1
E01004608,E09000032,Wandsworth,785,11,32,162,496,72,12,0
E01004609,E09000032,Wandsworth,996,6,44,216,265,313,152,0
E01004610,E09000032,Wandsworth,632,25,140,300,100,61,6,0
E01004611,E09000032,Wandsworth,570,26,59,344,88,33,20,0
E01004612,E09000032,Wandsworth,558,23,109,266,87,43,30,0
E01004613,E09000032,Wandsworth,677,35,59,319,84,126,54,0
E01004614,E09000032,Wandsworth,855,36,68,288,200,257,6,0
E01004615,E09000032,Wandsworth,757,19,17,142,522,45,12,0
E01004616,E09000032,Wandsworth,816,21,37,177,124,447,10,0
E01004617,E09000032,Wandsworth,638,13,40,231,264,59,31,0
E01004618,E09000032,Wandsworth,527,17,51,320,59,77,3,0
E01004619,E09000032,Wandsworth,536,67,188,45,128,108,0,0
E01004620,E09000032,Wandsworth,702,13,65,201,122,294,7,0
E01004621,E09000032,Wandsworth,659,37,77,133,157,254,0,1
E01004622,E09000032,Wandsworth,533,4,23,62,372,62,10,0
E01004623,E09000032,Wandsworth,712,9,52,331,92,226,1,1
E01004624,E09000032,Wandsworth,624,8,113,106,317,79,1,0
E01004625,E09000032,Wandsworth,469,17,196,227,6,22,1,0
E01004626,E09000032,Wandsworth,724,32,182,314,111,83,2,0
E01004627,E09000032,Wandsworth,631,7,34,261,110,202,17,0
E01004628,E09000032,Wandsworth,911,23,99,142,604,42,1,0
E01004629,E09000032,Wandsworth,609,73,248,21,210,46,11,0
E01004630,E09000032,Wandsworth,679,23,25,47,571,13,0,0
E01004631,E09000032,Wandsworth,643,23,40,49,504,22,3,2
E01004632,E09000032,Wandsworth,593,34,21,166,332,40,0,0
E01004633,E09000032,Wandsworth,623,8,11,21,576,7,0,0
E01004634,E09000032,Wandsworth,697,15,17,85,555,20,4,1
E01004635,E09000032,Wandsworth,691,20,48,197,403,21,1,1
E01004636,E09000032,Wandsworth,650,37,20,59,523,10,1,0
E01004637,E09000032,Wandsworth,602,29,77,40,450,6,0,0
E01004638,E09000032,Wandsworth,519,191,151,95,26,55,1,0
E01004639,E09000032,Wandsworth,783,70,54,122,442,82,13,0
E01004640,E09000032,Wandsworth,797,35,163,90,337,168,4,0
E01004641,E09000032,Wandsworth,818,39,127,243,314,91,4,0
E01004642,E09000032,Wandsworth,761,17,73,324,300,47,0,0
E01004643,E09000032,Wandsworth,851,19,25,61,729,12,5,0
E01004644,E09000032,Wandsworth,870,84,85,379,312,9,1,0
E01004645,E09000032,Wandsworth,844,5,14,31,784,8,2,0
E01033098,E09000032,Wandsworth,629,2,1,4,598,19,5,0
E01033099,E09000032,Wandsworth,456,1,12,22,399,10,6,6
E01033100,E09000032,Wandsworth,612,2,4,31,419,137,19,0
E01033132,E09000032,Wandsworth,619,6,4,6,568,20,4,11
E01033133,E09000032,Wandsworth,636,0,2,5,615,9,4,1
E01033135,E09000032,Wandsworth,475,2,23,190,117,135,8,0
E01035488,E09000032,Wandsworth,529,1,3,30,471,13,11,0
E01035489,E09000032,Wandsworth,134,0,0,2,128,3,1,0
E01035490,E09000032,Wandsworth,610,14,35,80,421,46,1,13
E01035491,E09000032,Wandsworth,658,0,1,43,545,36,33,0
E01035492,E09000032,Wandsworth,156,0,2,10,141,3,0,0
E01035493,E09000032,Wandsworth,464,1,11,47,356,32,17,0
E01035494,E09000032,Wandsworth,362,3,9,23,301,8,18,0
E01035495,E09000032,Wandsworth,531,4,2,14,482,24,5,0
E01035496,E09000032,Wandsworth,187,0,1,5,168,3,1,9
E01035497,E09000032,Wandsworth,0,0,0,0,0,0,0,0
E01035498,E09000032,Wandsworth,0,0,0,0,0,0,0,0
E01035499,E09000032,Wandsworth,567,8,8,11,525,14,0,1
E01004646,E09000033,Westminster,616,100,143,40,243,88,2,0
E01004647,E09000033,Westminster,685,45,65,86,450,28,11,0
E01004648,E09000033,Westminster,1122,59,81,101,552,302,27,0
E01004649,E09000033,Westminster,716,41,55,86,512,18,4,0
E01004650,E09000033,Westminster,932,30,58,106,397,331,10,0
E01004651,E09000033,Westminster,1137,17,20,10,1060,27,3,0
E01004652,E09000033,Westminster,958,4,2,15,805,114,18,0
E01004653,E09000033,Westminster,929,16,39,199,302,351,22,0
E01004654,E09000033,Westminster,1204,19,26,106,512,505,36,0
E01004656,E09000033,Westminster,1178,9,27,49,587,501,5,0
E01004657,E09000033,Westminster,827,8,19,108,359,303,30,0
E01004658,E09000033,Westminster,744,0,3,16,629,79,17,0
E01004659,E09000033,Westminster,961,2,9,116,595,231,8,0
E01004660,E09000033,Westminster,873,3,1,25,758,67,19,0
