LSOA code,local authority code,local authority name,All households ,Detached,Semi-detached,Terraced,Purpose built flat,Flat in a converted/ shared house (includes all households in shared dwellings),Flat in a commercial building,Caravan / other mobile or temporary structure
E01003918,E09000028,Southwark,653,6,10,13,586,35,2,1
E01003919,E09000028,Southwark,702,17,33,132,367,146,7,0
E01003920,E09000028,Southwark,766,0,7,21,706,31,1,0
E01003921,E09000028,Southwark,673,6,4,5,537,68,53,0
E01003922,E09000028,Southwark,821,12,10,30,626,118,25,0
E01003923,E09000028,Southwark,730,13,27,143,277,250,16,4
E01003924,E09000028,Southwark,802,5,6,6,732,46,7,0
E01003925,E09000028,Southwark,527,9,19,57,414,27,1,0
E01003926,E09000028,Southwark,540,1,28,22,436,40,13,0
E01003929,E09000028,Southwark,1074,8,7,24,892,74,69,0
E01003930,E09000028,Southwark,458,1,4,61,353,30,9,0
E01003932,E09000028,Southwark,651,10,8,39,540,49,5,0
E01003933,E09000028,Southwark,537,22,37,201,119,153,4,1
E01003934,E09000028,Southwark,811,6,10,32,712,15,36,0
E01003935,E09000028,Southwark,451,2,16,36,375,11,11,0
E01003936,E09000028,Southwark,552,1,4,61,335,148,3,0
E01003937,E09000028,Southwark,734,2,3,17,658,38,16,0
E01003938,E09000028,Southwark,790,6,10,16,748,8,2,0
E01003939,E09000028,Southwark,836,3,7,3,790,12,21,0
E01003940,E09000028,Southwark,620,3,5,15,586,9,2,0
E01003941,E09000028,Southwark,912,3,13,34,739,85,38,0
E01003942,E09000028,Southwark,561,5,13,20,499,21,3,0
E01003943,E09000028,Southwark,549,3,1,9,521,14,1,0
E01003945,E09000028,Southwark,730,131,41,175,342,39,2,0
E01003946,E09000028,Southwark,726,131,77,158,335,18,7,0
E01003947,E09000028,Southwark,612,10,15,38,534,6,9,0
E01003948,E09000028,Southwark,742,46,67,76,501,52,0,0
E01003949,E09000028,Southwark,871,31,153,51,391,230,15,0
E01003950,E09000028,Southwark,798,12,66,64,577,77,2,0
E01003951,E09000028,Southwark,571,143,129,83,175,31,10,0
E01003952,E09000028,Southwark,692,5,84,288,71,163,81,0
E01003953,E09000028,Southwark,980,30,121,201,201,395,32,0
E01003954,E09000028,Southwark,670,11,36,377,39,205,2,0
E01003955,E09000028,Southwark,822,30,94,315,131,240,12,0
E01003956,E09000028,Southwark,720,8,136,287,37,245,7,0
E01003957,E09000028,Southwark,714,17,134,167,75,319,1,1
E01003958,E09000028,Southwark,699,14,122,250,119,183,11,0
E01003960,E09000028,Southwark,766,13,21,174,412,139,6,1
E01003961,E09000028,Southwark,897,11,25,66,731,57,7,0
E01003963,E09000028,Southwark,662,3,3,27,608,17,4,0
E01003966,E09000028,Southwark,745,10,15,68,552,74,25,1
E01003969,E09000028,Southwark,764,9,34,133,375,158,55,0
E01003971,E09000028,Southwark,608,3,4,4,563,33,0,1
E01003972,E09000028,Southwark,714,5,14,76,531,86,2,0
E01003973,E09000028,Southwark,739,5,5,33,642,37,17,0
E01003975,E09000028,Southwark,667,4,8,46,582,26,1,0
E01003976,E09000028,Southwark,916,5,24,43,779,54,10,1
E01003977,E09000028,Southwark,800,11,19,67,684,17,2,0
E01003979,E09000028,Southwark,809,2,16,57,643,73,18,0
E01003980,E09000028,Southwark,847,16,32,186,571,21,19,2
E01003981,E09000028,Southwark,693,8,10,15,601,44,15,0
E01003983,E09000028,Southwark,730,6,6,31,653,32,1,1
E01003984,E09000028,Southwark,856,28,56,184,308,270,7,3
E01003986,E09000028,Southwark,549,13,26,64,409,21,14,2
E01003987,E09000028,Southwark,754,19,48,168,511,7,0,1
E01003988,E09000028,Southwark,898,25,37,185,530,92,19,10
E01003989,E09000028,Southwark,720,11,16,45,597,36,15,0
E01003990,E09000028,Southwark,769,12,49,110,506,85,3,4
E01003991,E09000028,Southwark,559,6,28,89,420,13,3,0
E01003992,E09000028,Southwark,590,6,16,35,499,31,3,0
E01003993,E09000028,Southwark,630,1,3,3,595,20,8,0
E01003994,E09000028,Southwark,622,9,32,91,355,110,25,0
E01003995,E09000028,Southwark,738,2,11,67,644,13,1,0
E01003997,E09000028,Southwark,472,6,19,106,231,108,2,0
E01003998,E09000028,Southwark,632,14,27,183,191,212,5,0
E01003999,E09000028,Southwark,602,5,23,118,426,29,1,0
E01004000,E09000028,Southwark,839,31,56,322,239,176,14,1
E01004001,E09000028,Southwark,718,34,68,262,290,48,15,1
E01004002,E09000028,Southwark,639,15,69,336,53,165,1,0
E01004003,E09000028,Southwark,755,21,32,158,505,33,5,1
E01004004,E09000028,Southwark,1069,17,60,241,523,223,3,2
E01004005,E09000028,Southwark,882,34,55,107,582,101,3,0
E01004006,E09000028,Southwark,772,27,66,333,196,146,2,2
E01004007,E09000028,Southwark,436,6,28,51,332,15,3,1
E01004008,E09000028,Southwark,808,13,29,110,591,59,5,1
E01004010,E09000028,Southwark,601,24,58,123,334,40,20,2
E01004011,E09000028,Southwark,724,18,46,113,536,9,1,1
E01004012,E09000028,Southwark,934,20,44,154,688,25,3,0
E01004013,E09000028,Southwark,606,33,89,170,310,3,1,0
E01004014,E09000028,Southwark,710,4,5,27,639,34,1,0
E01004015,E09000028,Southwark,690,19,81,179,179,224,8,0
E01004016,E09000028,Southwark,822,18,114,331,224,128,7,0
E01004017,E09000028,Southwark,627,33,168,85,140,200,1,0
E01004018,E09000028,Southwark,780,11,169,244,125,210,20,1
E01004019,E09000028,Southwark,912,18,114,201,356,221,1,1
E01004020,E09000028,Southwark,842,15,29,146,526,125,1,0
E01004021,E09000028,Southwark,1032,14,113,150,277,471,7,0
E01004023,E09000028,Southwark,703,8,31,108,533,17,6,0
E01004024,E09000028,Southwark,819,4,5,34,751,22,2,1
E01004028,E09000028,Southwark,713,1,3,5,683,18,2,1
E01004029,E09000028,Southwark,819,6,59,138,592,23,1,0
E01004030,E09000028,Southwark,726,8,26,75,576,32,9,0
E01004031,E09000028,Southwark,779,10,32,168,541,27,1,0
E01004032,E09000028,Southwark,714,23,83,220,380,5,2,1
E01004033,E09000028,Southwark,699,9,8,33,617,23,9,0
E01004034,E09000028,Southwark,635,4,2,15,596,15,3,0
E01004035,E09000028,Southwark,687,14,37,127,478,26,1,4
E01004036,E09000028,Southwark,907,4,21,34,757,48,42,1
E01004037,E09000028,Southwark,878,7,7,36,798,28,2,0
E01004038,E09000028,Southwark,920,26,64,197,587,45,1,0
E01004039,E09000028,Southwark,820,27,61,97,589,44,2,0
E01004040,E09000028,Southwark,493,8,11,20,435,19,0,0
E01004041,E09000028,Southwark,699,9,37,91,524,38,0,0
E01004042,E09000028,Southwark,762,6,22,80,597,15,42,0
E01004043,E09000028,Southwark,599,19,68,341,87,81,3,0
E01004044,E09000028,Southwark,556,6,11,71,435,33,0,0
E01004045,E09000028,Southwark,601,1,8,20,531,41,0,0
E01004046,E09000028,Southwark,674,16,163,146,53,293,3,0
E01004047,E09000028,Southwark,607,7,32,48,498,20,2,0
E01004048,E09000028,Southwark,645,18,106,225,266,30,0,0
E01004049,E09000028,Southwark,507,9,26,22,421,29,0,0
E01004050,E09000028,Southwark,652,30,91,60,247,219,4,1
E01004051,E09000028,Southwark,613,19,78,72,410,31,3,0
E01004052,E09000028,Southwark,798,13,49,252,146,318,20,0
E01004053,E09000028,Southwark,877,8,70,159,607,32,1,0
E01004054,E09000028,Southwark,782,7,38,174,538,25,0,0
E01004055,E09000028,Southwark,513,16,90,245,157,4,0,1
E01004056,E09000028,Southwark,906,23,67,179,617,16,4,0
E01004057,E09000028,Southwark,668,26,105,251,274,11,1,0
E01004058,E09000028,Southwark,855,5,10,90,692,10,2,46
E01004059,E09000028,Southwark,662,15,82,147,398,12,8,0
E01004060,E09000028,Southwark,785,1,10,40,701,16,16,1
E01004061,E09000028,Southwark,772,23,108,235,152,242,12,0
E01004062,E09000028,Southwark,830,31,44,168,421,113,53,0
E01004063,E09000028,Southwark,847,27,113,349,205,122,31,0
E01004064,E09000028,Southwark,808,15,52,161,465,111,4,0
E01004065,E09000028,Southwark,625,13,43,269,71,219,10,0
E01004066,E09000028,Southwark,844,25,61,121,438,193,6,0
E01004067,E09000028,Southwark,831,11,37,108,581,57,35,2
E01004068,E09000028,Southwark,829,30,82,245,420,43,9,0
E01004069,E09000028,Southwark,497,91,208,95,47,54,2,0
E01004070,E09000028,Southwark,779,53,201,220,95,208,2,0
E01004071,E09000028,Southwark,663,12,104,192,105,244,6,0
E01004072,E09000028,Southwark,490,7,108,200,14,149,12,0
E01004073,E09000028,Southwark,736,39,93,372,36,184,12,0
E01004074,E09000028,Southwark,631,38,272,135,109,59,18,0
E01004075,E09000028,Southwark,784,59,383,240,53,33,16,0
E01032583,E09000028,Southwark,644,2,5,11,555,46,25,0
E01032584,E09000028,Southwark,577,5,3,36,476,46,11,0
E01032637,E09000028,Southwark,641,0,1,6,595,37,2,0
E01032638,E09000028,Southwark,653,1,3,9,584,29,1,26
E01032639,E09000028,Southwark,688,7,15,92,562,10,2,0
E01032640,E09000028,Southwark,672,2,2,30,569,48,21,0
E01032646,E09000028,Southwark,737,4,6,28,559,78,62,0
E01032719,E09000028,Southwark,623,4,5,27,560,20,7,0
E01032803,E09000028,Southwark,658,1,1,9,617,13,16,1
E01032834,E09000028,Southwark,666,0,0,5,590,60,11,0
E01033867,E09000028,Southwark,555,3,20,64,415,29,24,0
E01033868,E09000028,Southwark,440,1,8,22,355,43,11,0
E01033869,E09000028,Southwark,477,0,7,11,456,3,0,0
E01033870,E09000028,Southwark,323,0,4,13,300,4,2,0
E01033871,E09000028,Southwark,669,12,29,165,445,16,2,0
E01033872,E09000028,Southwark,585,3,7,19,540,10,6,0
E01033873,E09000028,Southwark,681,4,1,9,615,32,20,0
E01033874,E09000028,Southwark,0,0,0,0,0,0,0,0
E01033875,E09000028,Southwark,334,3,2,12,285,26,5,1
E01033876,E09000028,Southwark,217,3,10,29,60,111,4,0
E01033877,E09000028,Southwark,381,5,10,41,176,129,20,0
E01033878,E09000028,Southwark,397,17,15,74,239,48,4,0
E01033879,E09000028,Southwark,1014,9,12,44,891,54,4,0
E01033880,E09000028,Southwark,333,12,49,82,96,85,9,0
E01033881,E09000028,Southwark,1179,7,20,128,993,24,4,3
E01033882,E09000028,Southwark,541,19,48,179,137,150,7,1
E01033883,E09000028,Southwark,399,25,39,117,175,43,0,0
E01033884,E09000028,Southwark,345,1,2,2,314,13,13,0
E01033885,E09000028,Southwark,648,4,3,10,592,23,15,1
E01004076,E09000029,Sutton,616,42,162,252,146,13,1,0
E01004077,E09000029,Sutton,629,39,375,119,64,13,19,0
E01004078,E09000029,Sutton,686,15,162,329,173,6,1,0
E01004079,E09000029,Sutton,489,51,402,22,13,1,0,0
E01004080,E09000029,Sutton,506,98,358,30,18,2,0,0
E01004081,E09000029,Sutton,615,27,151,350,74,9,4,0
E01004082,E09000029,Sutton,496,10,114,332,31,7,2,0
E01004083,E09000029,Sutton,612,21,71,264,245,10,1,0
E01004084,E09000029,Sutton,504,372,104,19,4,4,0,1
E01004085,E09000029,Sutton,582,295,207,38,36,5,0,1
E01004086,E09000029,Sutton,592,80,214,113,149,19,17,0
E01004087,E09000029,Sutton,522,217,276,11,11,6,1,0
E01004088,E09000029,Sutton,733,20,79,300,318,13,3,0
E01004089,E09000029,Sutton,549,6,35,168,331,4,5,0
E01004090,E09000029,Sutton,540,8,37,36,434,24,1,0
E01004091,E09000029,Sutton,474,153,272,42,4,3,0,0
E01004092,E09000029,Sutton,585,270,132,21,124,37,1,0
E01004093,E09000029,Sutton,598,243,126,115,101,13,0,0
E01004094,E09000029,Sutton,748,74,132,220,251,46,25,0
E01004095,E09000029,Sutton,635,224,63,157,180,10,1,0
E01004096,E09000029,Sutton,756,23,32,42,581,76,1,1
E01004097,E09000029,Sutton,625,42,390,78,99,14,2,0
E01004098,E09000029,Sutton,504,119,151,71,72,85,6,0
E01004099,E09000029,Sutton,711,50,118,172,305,32,34,0
E01004100,E09000029,Sutton,536,92,293,51,46,42,12,0
E01004101,E09000029,Sutton,531,69,344,66,32,18,2,0
E01004102,E09000029,Sutton,556,106,205,126,50,32,37,0
E01004103,E09000029,Sutton,734,39,192,148,283,60,12,0
E01004104,E09000029,Sutton,551,117,356,42,17,8,11,0
E01004105,E09000029,Sutton,647,146,351,15,87,16,32,0
E01004106,E09000029,Sutton,522,397,109,13,2,1,0,0
E01004107,E09000029,Sutton,619,33,225,149,180,25,7,0
E01004108,E09000029,Sutton,595,193,188,160,34,6,5,9
E01004109,E09000029,Sutton,638,25,346,41,214,3,8,1
E01004110,E09000029,Sutton,790,64,269,56,308,24,69,0
E01004111,E09000029,Sutton,578,53,194,248,48,26,8,1
E01004112,E09000029,Sutton,668,231,227,63,118,12,17,0
E01004114,E09000029,Sutton,595,565,10,11,4,2,3,0
E01004115,E09000029,Sutton,664,32,170,343,96,9,14,0
E01004116,E09000029,Sutton,640,118,315,19,176,11,1,0
E01004117,E09000029,Sutton,508,14,131,350,8,3,2,0
E01004118,E09000029,Sutton,669,22,237,153,195,9,53,0
E01004119,E09000029,Sutton,506,25,219,221,20,9,12,0
E01004120,E09000029,Sutton,547,21,430,55,31,2,8,0
E01004121,E09000029,Sutton,627,65,251,137,96,24,54,0
E01004122,E09000029,Sutton,517,101,211,163,40,2,0,0
E01004123,E09000029,Sutton,838,20,99,384,269,23,43,0
E01004124,E09000029,Sutton,655,26,107,487,15,20,0,0
E01004125,E09000029,Sutton,630,16,73,416,111,14,0,0
E01004126,E09000029,Sutton,564,21,78,415,42,7,1,0
E01004127,E09000029,Sutton,630,40,131,362,89,7,1,0
E01004128,E09000029,Sutton,528,21,79,351,68,8,1,0
E01004129,E09000029,Sutton,750,18,92,329,282,22,7,0
E01004130,E09000029,Sutton,644,39,309,228,43,12,13,0
E01004131,E09000029,Sutton,613,7,340,102,150,8,6,0
E01004132,E09000029,Sutton,514,6,103,381,20,3,1,0
E01004133,E09000029,Sutton,533,8,118,399,7,0,1,0
E01004134,E09000029,Sutton,555,32,284,100,100,8,31,0
E01004135,E09000029,Sutton,517,11,408,58,22,3,15,0
E01004136,E09000029,Sutton,550,11,406,118,10,3,2,0
E01004137,E09000029,Sutton,763,21,132,207,302,90,11,0
E01004138,E09000029,Sutton,697,22,127,315,172,50,11,0
E01004139,E09000029,Sutton,595,33,172,165,150,72,3,0
E01004140,E09000029,Sutton,746,8,32,45,590,52,18,1
E01004141,E09000029,Sutton,724,15,60,42,583,23,1,0
E01004143,E09000029,Sutton,626,17,92,349,137,30,1,0
E01004144,E09000029,Sutton,633,84,356,84,88,7,13,1
E01004145,E09000029,Sutton,786,28,238,359,146,9,6,0
E01004146,E09000029,Sutton,686,22,240,271,116,30,7,0
E01004147,E09000029,Sutton,603,53,324,166,51,8,1,0
E01004148,E09000029,Sutton,643,20,131,243,220,27,2,0
E01004149,E09000029,Sutton,813,68,251,59,386,48,1,0
E01004150,E09000029,Sutton,936,14,15,49,744,113,1,0
E01004151,E09000029,Sutton,790,54,78,35,496,127,0,0
E01004152,E09000029,Sutton,849,59,23,36,711,19,1,0
E01004153,E09000029,Sutton,903,31,18,69,776,9,0,0
E01004154,E09000029,Sutton,561,205,207,12,118,19,0,0
E01004155,E09000029,Sutton,822,22,46,144,544,66,0,0
E01004156,E09000029,Sutton,892,18,35,50,707,74,8,0
E01004157,E09000029,Sutton,452,91,324,6,23,8,0,0
E01004158,E09000029,Sutton,696,74,97,119,326,78,2,0
E01004159,E09000029,Sutton,629,80,229,202,93,22,3,0
E01004160,E09000029,Sutton,672,46,184,136,208,96,2,0
E01004161,E09000029,Sutton,594,53,201,196,128,14,2,0
E01004162,E09000029,Sutton,745,37,60,46,468,133,1,0
E01004163,E09000029,Sutton,615,14,181,353,63,4,0,0
E01004164,E09000029,Sutton,639,8,176,242,195,17,1,0
E01004165,E09000029,Sutton,705,25,225,230,171,25,29,0
E01004166,E09000029,Sutton,658,5,224,118,298,8,5,0
E01004167,E09000029,Sutton,527,13,141,133,211,16,13,0
E01004168,E09000029,Sutton,579,27,374,124,40,9,5,0
E01004169,E09000029,Sutton,460,5,64,75,302,13,1,0
E01004170,E09000029,Sutton,751,78,225,35,297,105,11,0
E01004171,E09000029,Sutton,558,33,399,52,50,18,6,0
E01004172,E09000029,Sutton,748,23,88,30,545,44,18,0
E01004173,E09000029,Sutton,520,15,259,175,47,24,0,0
E01004174,E09000029,Sutton,664,33,208,110,158,152,3,0
E01004175,E09000029,Sutton,690,5,330,165,166,22,2,0
E01004176,E09000029,Sutton,583,23,104,296,125,28,7,0
E01004177,E09000029,Sutton,911,46,51,27,768,16,3,0
E01004178,E09000029,Sutton,950,31,133,134,464,114,74,0
E01004179,E09000029,Sutton,599,52,300,83,52,104,8,0
E01004180,E09000029,Sutton,616,314,249,15,24,13,1,0
E01004181,E09000029,Sutton,756,76,100,78,455,43,4,0
E01004182,E09000029,Sutton,653,17,115,260,209,25,27,0
E01004183,E09000029,Sutton,663,25,79,376,147,19,17,0
E01004184,E09000029,Sutton,598,16,91,439,41,10,1,0
E01004185,E09000029,Sutton,565,29,79,198,243,16,0,0
E01004186,E09000029,Sutton,790,19,77,222,443,28,1,0
E01004187,E09000029,Sutton,640,11,102,403,108,15,1,0
E01004189,E09000029,Sutton,750,25,101,514,92,8,10,0
E01004190,E09000029,Sutton,499,34,344,94,18,5,4,0
E01004191,E09000029,Sutton,657,21,358,126,114,17,21,0
E01004192,E09000029,Sutton,753,43,177,399,112,21,1,0
E01004193,E09000029,Sutton,923,58,154,453,252,6,0,0
E01004194,E09000029,Sutton,609,55,154,251,143,3,3,0
E01004195,E09000029,Sutton,661,29,212,183,136,34,67,0
E01004196,E09000029,Sutton,567,89,282,160,28,3,5,0
E01032623,E09000029,Sutton,619,551,38,10,8,10,1,1
E01034153,E09000029,Sutton,604,45,121,114,302,15,7,0
E01034154,E09000029,Sutton,120,0,8,40,71,1,0,0
E01034155,E09000029,Sutton,611,4,108,85,356,27,31,0
E01034156,E09000029,Sutton,441,4,12,13,347,28,37,0
E01004198,E09000030,Tower Hamlets,606,6,13,54,505,19,9,0
E01004199,E09000030,Tower Hamlets,574,2,1,15,534,17,5,0
E01004200,E09000030,Tower Hamlets,585,5,13,82,370,90,25,0
E01004201,E09000030,Tower Hamlets,619,10,11,113,393,89,3,0
E01004202,E09000030,Tower Hamlets,713,5,11,19,605,61,12,0
E01004203,E09000030,Tower Hamlets,689,4,8,31,576,33,37,0
E01004204,E09000030,Tower Hamlets,631,9,12,20,570,19,1,0
E01004205,E09000030,Tower Hamlets,688,11,24,55,572,23,3,0
E01004206,E09000030,Tower Hamlets,554,3,4,23,501,20,3,0
E01004207,E09000030,Tower Hamlets,515,13,12,80,321,86,3,0
E01004208,E09000030,Tower Hamlets,788,7,9,90,585,67,30,0
E01004209,E09000030,Tower Hamlets,466,1,3,4,440,12,6,0
E01004211,E09000030,Tower Hamlets,720,7,19,70,481,81,61,1
E01004212,E09000030,Tower Hamlets,720,6,12,35,610,51,6,0
E01004214,E09000030,Tower Hamlets,665,2,4,12,640,5,2,0
E01004216,E09000030,Tower Hamlets,737,1,6,60,655,15,0,0
E01004217,E09000030,Tower Hamlets,779,7,104,125,530,10,2,1
E01004218,E09000030,Tower Hamlets,731,19,68,202,431,11,0,0
E01004219,E09000030,Tower Hamlets,851,11,3,38,759,33,7,0
E01004221,E09000030,Tower Hamlets,802,8,34,96,650,12,2,0
E01004222,E09000030,Tower Hamlets,1048,27,48,182,743,22,26,0
E01004223,E09000030,Tower Hamlets,938,26,33,188,625,62,4,0
E01004226,E09000030,Tower Hamlets,676,14,18,92,496,28,28,0
E01004228,E09000030,Tower Hamlets,769,19,36,349,237,109,19,0
E01004229,E09000030,Tower Hamlets,551,6,22,119,346,54,4,0
E01004230,E09000030,Tower Hamlets,803,10,30,174,476,97,16,0
E01004231,E09000030,Tower Hamlets,629,2,5,42,547,33,0,0
E01004232,E09000030,Tower Hamlets,603,9,33,312,119,116,14,0
E01004233,E09000030,Tower Hamlets,751,2,9,17,708,12,3,0
E01004234,E09000030,Tower Hamlets,903,13,24,338,252,229,40,7
E01004235,E09000030,Tower Hamlets,513,1,1,8,492,8,3,0
E01004236,E09000030,Tower Hamlets,497,14,46,86,334,17,0,0
E01004237,E09000030,Tower Hamlets,506,6,8,27,454,6,5,0
E01004239,E09000030,Tower Hamlets,533,19,35,119,351,2,6,1
E01004240,E09000030,Tower Hamlets,574,3,21,57,478,13,1,1
E01004241,E09000030,Tower Hamlets,570,3,11,48,492,13,1,2
E01004243,E09000030,Tower Hamlets,614,11,21,75,482,11,14,0
E01004244,E09000030,Tower Hamlets,686,9,22,76,539,26,13,1
E01004245,E09000030,Tower Hamlets,433,14,20,89,296,12,2,0
E01004247,E09000030,Tower Hamlets,714,21,13,35,591,26,28,0
E01004248,E09000030,Tower Hamlets,441,11,14,20,386,6,4,0
E01004249,E09000030,Tower Hamlets,758,21,18,92,591,34,2,0
E01004251,E09000030,Tower Hamlets,779,6,5,53,682,31,2,0
E01004255,E09000030,Tower Hamlets,647,8,15,24,572,19,9,0
E01004256,E09000030,Tower Hamlets,611,13,30,82,473,12,1,0
E01004257,E09000030,Tower Hamlets,618,11,11,55,508,30,3,0
E01004258,E09000030,Tower Hamlets,713,2,4,49,639,16,3,0
E01004259,E09000030,Tower Hamlets,812,6,9,30,713,35,19,0
E01004260,E09000030,Tower Hamlets,636,0,5,14,589,11,17,0
E01004263,E09000030,Tower Hamlets,529,17,23,166,272,49,2,0
E01004264,E09000030,Tower Hamlets,457,4,22,66,353,12,0,0
E01004266,E09000030,Tower Hamlets,583,8,13,198,337,27,0,0
E01004267,E09000030,Tower Hamlets,707,15,33,95,436,117,4,7
E01004268,E09000030,Tower Hamlets,688,2,7,6,641,28,3,1
E01004270,E09000030,Tower Hamlets,745,9,20,212,432,55,17,0
E01004271,E09000030,Tower Hamlets,548,4,3,14,515,10,2,0
E01004272,E09000030,Tower Hamlets,639,2,7,12,602,13,2,1
E01004274,E09000030,Tower Hamlets,654,29,55,173,388,6,3,0
E01004275,E09000030,Tower Hamlets,768,20,80,302,353,11,2,0
E01004276,E09000030,Tower Hamlets,996,3,15,92,850,34,2,0
E01004277,E09000030,Tower Hamlets,898,4,18,12,816,23,24,1
E01004280,E09000030,Tower Hamlets,702,13,42,87,545,15,0,0
E01004281,E09000030,Tower Hamlets,831,20,60,150,588,13,0,0
E01004283,E09000030,Tower Hamlets,756,17,21,65,623,24,6,0
E01004286,E09000030,Tower Hamlets,817,22,56,309,395,21,12,2
E01004287,E09000030,Tower Hamlets,854,2,6,15,805,26,0,0
E01004288,E09000030,Tower Hamlets,525,14,13,111,366,17,4,0
E01004289,E09000030,Tower Hamlets,670,12,18,164,384,83,8,1
E01004290,E09000030,Tower Hamlets,575,3,22,119,364,37,29,1
E01004291,E09000030,Tower Hamlets,1051,1,4,15,931,90,10,0
E01004292,E09000030,Tower Hamlets,818,9,46,296,458,7,2,0
E01004293,E09000030,Tower Hamlets,1133,1,19,74,982,29,15,13
E01004295,E09000030,Tower Hamlets,500,6,15,27,435,15,2,0
E01004296,E09000030,Tower Hamlets,684,10,15,44,592,17,6,0
E01004297,E09000030,Tower Hamlets,909,13,22,110,711,49,4,0
E01004298,E09000030,Tower Hamlets,635,11,21,48,524,25,6,0
E01004300,E09000030,Tower Hamlets,522,5,14,29,451,22,1,0
E01004301,E09000030,Tower Hamlets,413,4,10,19,348,30,2,0
E01004302,E09000030,Tower Hamlets,637,5,9,7,596,13,5,2
E01004303,E09000030,Tower Hamlets,967,20,15,67,845,17,3,0
E01004304,E09000030,Tower Hamlets,653,18,17,45,519,41,12,1
E01004305,E09000030,Tower Hamlets,699,4,12,45,582,50,6,0
E01004306,E09000030,Tower Hamlets,687,11,28,120,406,49,73,0
E01004307,E09000030,Tower Hamlets,1014,6,3,36,785,102,82,0
E01004308,E09000030,Tower Hamlets,504,5,29,126,315,26,3,0
E01004309,E09000030,Tower Hamlets,902,8,23,45,736,41,49,0
E01004310,E09000030,Tower Hamlets,793,8,16,44,632,67,26,0
E01004311,E09000030,Tower Hamlets,644,5,3,37,572,18,9,0
E01004312,E09000030,Tower Hamlets,628,1,7,34,577,6,2,1
E01004313,E09000030,Tower Hamlets,812,7,4,37,696,36,32,0
E01004315,E09000030,Tower Hamlets,718,4,14,91,553,29,27,0
E01004316,E09000030,Tower Hamlets,455,1,0,12,410,25,7,0
E01004319,E09000030,Tower Hamlets,595,2,17,38,490,37,11,0
E01004321,E09000030,Tower Hamlets,711,11,23,66,509,71,31,0
E01004322,E09000030,Tower Hamlets,502,2,6,14,448,23,9,0
E01004323,E09000030,Tower Hamlets,480,14,22,134,258,42,10,0
E01004324,E09000030,Tower Hamlets,485,4,15,41,392,31,2,0
E01004326,E09000030,Tower Hamlets,623,1,2,6,564,18,32,0
E01032764,E09000030,Tower Hamlets,643,13,17,64,512,30,7,0
E01032765,E09000030,Tower Hamlets,520,4,29,110,367,9,1,0
E01032767,E09000030,Tower Hamlets,767,7,7,18,608,81,46,0
E01032768,E09000030,Tower Hamlets,696,1,3,17,669,4,1,1
E01032769,E09000030,Tower Hamlets,593,4,12,22,514,25,16,0
E01032770,E09000030,Tower Hamlets,572,6,9,19,530,8,0,0
E01032771,E09000030,Tower Hamlets,546,3,5,9,514,6,7,2
E01032772,E09000030,Tower Hamlets,544,15,30,29,457,10,3,0
E01032774,E09000030,Tower Hamlets,583,6,6,37,518,14,1,1
E01032775,E09000030,Tower Hamlets,463,0,3,2,451,7,0,0
E01032776,E09000030,Tower Hamlets,631,1,3,4,608,13,2,0
E01032777,E09000030,Tower Hamlets,514,2,3,11,487,10,1,0
E01032779,E09000030,Tower Hamlets,565,0,1,2,558,3,1,0
E01032780,E09000030,Tower Hamlets,647,3,8,35,562,9,2,28
E01032781,E09000030,Tower Hamlets,838,2,0,6,825,4,1,0
E01032782,E09000030,Tower Hamlets,776,5,4,15,739,6,5,2
E01032783,E09000030,Tower Hamlets,798,11,26,119,634,7,0,1
E01032784,E09000030,Tower Hamlets,817,5,13,58,718,21,2,0
E01032785,E09000030,Tower Hamlets,616,1,2,14,584,10,4,1
E01032786,E09000030,Tower Hamlets,674,4,3,15,606,35,10,1
E01032787,E09000030,Tower Hamlets,793,8,21,66,653,42,3,0
E01035657,E09000030,Tower Hamlets,170,1,2,4,148,7,8,0
E01035658,E09000030,Tower Hamlets,0,0,0,0,0,0,0,0
E01035659,E09000030,Tower Hamlets,636,9,18,92,493,14,10,0
E01035660,E09000030,Tower Hamlets,517,1,22,28,401,34,31,0
E01035661,E09000030,Tower Hamlets,447,2,6,49,304,86,0,0
E01035662,E09000030,Tower Hamlets,630,0,4,9,509,103,5,0
E01035663,E09000030,Tower Hamlets,517,3,11,139,332,20,12,0
E01035664,E09000030,Tower Hamlets,1123,4,15,307,666,77,54,0
E01035665,E09000030,Tower Hamlets,113,0,0,0,113,0,0,0
E01035666,E09000030,Tower Hamlets,301,0,2,6,286,7,0,0
E01035667,E09000030,Tower Hamlets,644,1,3,15,611,12,2,0
E01035668,E09000030,Tower Hamlets,803,14,21,100,575,68,25,0
E01035669,E09000030,Tower Hamlets,390,2,5,8,283,41,51,0
E01035670,E09000030,Tower Hamlets,1045,17,17,133,773,89,14,2
E01035671,E09000030,Tower Hamlets,0,0,0,0,0,0,0,0
E01035672,E09000030,Tower Hamlets,898,9,21,36,789,30,9,4
E01035673,E09000030,Tower Hamlets,0,0,0,0,0,0,0,0
E01035674,E09000030,Tower Hamlets,272,5,1,35,212,16,3,0
E01035675,E09000030,Tower Hamlets,454,2,7,14,398,25,8,0
E01035676,E09000030,Tower Hamlets,410,12,23,66,283,23,2,1
E01035677,E09000030,Tower Hamlets,184,2,3,10,165,4,0,0
E01035678,E09000030,Tower Hamlets,283,10,10,83,123,47,10,0
